"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","qty_rice_gift","qty_rice_pay","qty_rice_feed","qty_rice_seed","qty_rice_lost","qty_rice_processed","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","qty_cashew_gift","qty_cashew_pay","qty_cashew_feed","qty_cashew_seed","qty_cashew_lost","qty_cashew_processed","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID119952",10,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.5,100,0,100,0,0,0,0,0,0,1,1,0.07692308,0.075987846,0,500000,5000
"HID119979",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119987",8,"Plain",1,1,1,6000,1200,2800,0,0,0,0,0,0,5280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120184",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120275",2,"Tonle Sap",1,1,1,3000,1500,1300,0,0,0,200,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120319",14,"Plain",1,0.5,0.5,1750,0,0,0,0,0,0,0,0,1487500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120393",17,"Tonle Sap",1,1.5,1.5,6000,2000,4000,0,0,0,0,0,0,6e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120588",3,"Plain",1,0.5,0.5,2250,0,2250,0,0,0,0,0,0,1575000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120639",5,"Mountain",1,0.300000011920929,0.300000011920929,350,0,0,0,0,0,0,0,0,350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120685",21,"Plain",1,0.150000005960465,0.150000005960465,220,200,0,0,0,0,20,0,0,187000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120777",18,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120868",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120871",20,"Plain",1,2.54999995231628,2.54999995231628,4500,2000,2500,0,0,0,0,0,0,3825000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120917",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121044",14,"Plain",1,0.800000011920929,0.800000011920929,1300,830,0,350,0,0,120,0,0,1105000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121087",3,"Plain",1,1,1,1000,0,0,0,0,0,0,0,0,820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121148",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121157",6,"Tonle Sap",1,0.5,0.5,7200,500,2200,0,0,70,70,0,0,5760000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121249",21,"Plain",1,0.200000002980232,0.200000002980232,300,0,0,0,0,0,0,0,0,255000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121390",1,"Tonle Sap",1,0.5,0.5,900,0,0,0,0,0,0,0,0,765000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121420",21,"Plain",1,0.300000011920929,0.300000011920929,800,0,0,0,0,0,0,0,0,680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121498",12,"Phnom Penh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121529",17,"Tonle Sap",1,0.303000011947006,0.303000011947006,1260,0,0,0,0,0,0,0,0,1134000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121576",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121641",7,"Coastal",1,0.400000005960464,0.400000005960464,1200,0,0,0,0,0,0,0,0,1200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121646",19,"Mountain",1,3,3,2400,0,0,0,0,0,0,0,0,2400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121674",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121731",4,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121747",17,"Tonle Sap",1,4.5,4.5,6000,2000,4000,0,0,0,0,0,0,4800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121938",3,"Plain",1,5,5,17500,0,17500,0,0,0,0,0,0,1.4e+07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121965",15,"Tonle Sap",1,2.30999997258186,2.30999997258186,2100,0,0,0,0,0,0,0,0,1680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122000",20,"Plain",1,0.300000011920929,0.300000011920929,500,0,0,0,0,0,0,0,0,410000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122009",14,"Plain",1,0.450000017881393,0.450000017881393,1190,300,400,0,0,0,0,0,0,1190000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122041",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122051",25,"Plain",1,1,1,1500,0,0,0,0,0,0,0,0,1275000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122177",13,"Mountain",1,4,4,6000,3000,3000,0,0,0,0,0,0,5220000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122206",2,"Tonle Sap",1,1.5,1.5,5500,1000,4500,0,0,0,0,0,0,4290000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122284",7,"Coastal",1,0.239999994635582,0.239999994635582,150,0,0,0,0,0,0,0,0,150000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122306",14,"Plain",1,1.5,1.5,3500,1000,1800,0,0,0,500,15,0,3500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122487",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122524",3,"Plain",1,2,2,8000,2000,6000,0,0,0,0,0,0,6800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122546",8,"Plain",1,1,1,10000,700,9300,0,0,0,0,0,0,8500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122625",10,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122640",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122642",25,"Plain",1,0.300000011920929,0.300000011920929,2200,900,1000,0,300,0,0,0,0,1980000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122780",21,"Plain",1,1.02999997138977,1.02999997138977,3900,0,0,0,0,0,0,0,0,3315000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122798",2,"Tonle Sap",1,1,1,1000,500,500,0,0,0,0,0,0,8e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122860",21,"Plain",1,0.740000009536743,0.740000009536743,1500,0,0,0,0,0,0,0,0,1275000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122861",25,"Plain",1,2.5,2.5,3000,1000,1300,0,0,100,600,0,0,2400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122897",13,"Mountain",1,4.5,4.5,4000,1500,2500,0,0,0,0,0,0,6400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123076",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5000,0,5000,0,0,0,0,0,0,1,1,1,0.99009901,0,20000000,4000
"HID123106",25,"Plain",1,0.119999997317791,0.119999997317791,500,0,0,0,0,0,0,0,0,425000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123113",16,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123172",16,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1500,0,1500,0,0,0,0,0,0,1,1,0.49382713,0.49382713,0,6000000,4000
"HID123271",5,"Mountain",1,0.200000002980232,0.200000002980232,660,0,0,0,0,0,0,0,0,660000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123310",8,"Plain",1,0.600000023841858,0.600000023841858,2800,0,0,0,0,0,0,0,0,2240000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123378",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123467",8,"Plain",1,0.400000005960464,0.400000005960464,1200,0,0,0,0,0,0,0,0,960000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123549",20,"Plain",1,0.28999999165535,0.28999999165535,500,0,0,0,0,0,0,0,0,410000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123603",3,"Plain",1,0.0399999991059303,0.0399999991059303,200,0,0,0,0,0,0,0,0,164000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123641",14,"Plain",1,3.5,3.5,14000,2000,11000,0,0,0,1000,0,0,1.4e+07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123645",5,"Mountain",1,0.5,0.5,1200,0,0,0,0,0,0,0,0,1200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123650",6,"Tonle Sap",1,1,1,2100,0,0,0,0,0,0,0,0,1890000,1,5.45,5.45,4250,0,4250,0,0,0,0,0,0,1,1,0.81343287,0.81343287,0,12750000,3000
"HID123672",6,"Tonle Sap",1,1,1,900,0,0,0,0,0,0,0,0,810000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123682",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123684",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123779",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123782",1,"Tonle Sap",1,0.400000005960464,0.400000005960464,450,0,400,0,0,0,0,0,0,315000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123950",7,"Coastal",1,1.70000004768372,1.70000004768372,3150,1500,1650,0,0,0,0,0,0,2992500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124206",7,"Coastal",1,0.600000023841858,0.600000023841858,500,0,0,0,0,0,0,0,0,5e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124229",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124291",14,"Plain",1,0.46000000834465,0.46000000834465,4880,1500,3380,0,0,0,0,0,0,4148000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124300",17,"Tonle Sap",1,2,2,3000,1000,2000,0,0,0,0,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124368",6,"Tonle Sap",1,0.300000011920929,0.300000011920929,144,0,0,0,0,0,0,0,0,129600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124374",20,"Plain",1,0.75,0.75,1750,0,0,0,0,0,0,0,0,1435000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124444",10,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,12000,0,12000,0,0,0,0,0,0,1,1,0.66152149,0.66152149,0,48000000,4000
"HID124613",8,"Plain",1,0.239999994635582,0.239999994635582,1560,0,0,0,0,0,0,0,0,1248000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124711",1,"Tonle Sap",1,2,4,3000,2000,1000,0,0,0,0,0,0,2400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124719",21,"Plain",1,1,1,2200,1900,300,0,0,0,0,0,0,1980000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124741",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124746",14,"Plain",1,0.200000002980232,0.200000002980232,500,450,0,0,0,0,50,0,0,425000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124774",11,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124859",14,"Plain",1,0.400000005960464,0.400000005960464,4000,1000,2000,0,1000,0,0,0,0,3400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124987",1,"Tonle Sap",1,4.44000005722046,4.44000005722046,5000,2000,3000,0,0,0,0,0,0,4685000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125041",10,"Mountain",1,5,5,7500,2500,5000,0,0,0,0,0,0,7500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125146",3,"Plain",1,0.600000023841858,0.600000023841858,5000,2000,3000,0,0,0,0,0,0,3750000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125199",20,"Plain",1,0.300000011920929,0.300000011920929,1000,0,0,0,0,0,0,0,0,820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125228",21,"Plain",1,0.349999994039536,0.349999994039536,500,0,0,0,0,0,0,0,0,425000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125229",21,"Plain",1,2.05999994277954,2.05999994277954,10100,800,8260,0,0,0,1040,0,0,8080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125283",3,"Plain",1,0.5,0.5,1200,0,0,0,0,0,0,0,0,984000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125289",6,"Tonle Sap",1,4,4,44000,2000,42000,0,0,0,0,0,0,35200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125414",17,"Tonle Sap",1,2,2,4000,1500,2500,0,0,0,0,0,0,2400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125542",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125588",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125768",21,"Plain",1,1.47999995946884,1.47999995946884,2900,1400,400,300,0,100,100,0,0,3190000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125818",5,"Mountain",1,0.25,0.25,600,0,0,0,0,0,0,0,0,6e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125867",5,"Mountain",1,0.5,0.5,1250,0,0,0,0,0,0,0,0,1250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID125985",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126016",8,"Plain",1,0.28999999165535,0.28999999165535,800,0,0,0,0,0,0,0,0,640000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126053",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126066",17,"Tonle Sap",1,1,1,2000,0,0,0,0,0,0,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126107",6,"Tonle Sap",1,0.5,0.5,700,0,0,0,0,0,0,0,0,630000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126131",17,"Tonle Sap",1,5.69999980926514,5.69999980926514,11000,3000,8000,0,0,0,0,0,0,8800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126208",14,"Plain",1,3,3,13000,1000,11000,0,0,0,1000,0,0,11440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126250",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126360",14,"Plain",1,2.25,2.25,30000,3000,27000,0,0,0,0,0,0,24600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126399",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126605",6,"Tonle Sap",1,1,1,1500,0,0,0,0,0,0,0,0,1350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126617",13,"Mountain",1,2.70000004768372,2.70000004768372,5100,400,800,0,0,0,0,0,0,4590000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126622",20,"Plain",1,0.550000011920929,0.550000011920929,1000,0,0,0,0,0,0,0,0,820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126771",9,"Coastal",1,0.5,0.5,800,0,0,0,0,0,0,0,0,680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126789",8,"Plain",1,0.25,0.25,600,0,0,0,0,0,0,0,0,480000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126797",17,"Tonle Sap",1,5,5,8000,3000,5000,0,0,0,0,0,0,6240000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126842",11,"Mountain",1,1.5,1.5,2000,0,0,0,0,0,0,0,0,1580000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126852",8,"Plain",1,0.5,0.5,2000,0,0,0,0,0,0,0,0,1600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126875",1,"Tonle Sap",1,0.680000007152557,1,1200,0,0,0,0,0,0,0,0,1020000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID126885",1,"Tonle Sap",1,1,4,16000.1,0,15000,0,0,0,1000,0,0,14400090,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127102",11,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127160",13,"Mountain",1,2,2,3000,0,0,0,0,0,0,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127205",21,"Plain",1,1,1,2500,0,0,0,0,0,0,0,0,2125000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127215",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.98580444,0,NA,NA
"HID127369",7,"Coastal",1,0.699999988079071,0.699999988079071,4500,2000,2000,200,0,100,200,0,0,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127386",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0175,1.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9827044,0.9827044,0,NA,NA
"HID127497",5,"Mountain",1,0.300000011920929,0.300000011920929,950,0,0,0,0,0,0,0,0,950000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127505",18,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127525",21,"Plain",1,1.70000004768372,1.70000004768372,10500,0,9800,0,0,0,700,0,0,7350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127531",14,"Plain",1,0.239999994635582,0.239999994635582,300,0,0,0,0,0,0,0,0,255000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127716",13,"Mountain",1,1.5,1.5,2500,1500,1000,0,0,0,0,0,0,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID127743",17,"Tonle Sap",1,4.30000019073486,4.30000019073486,7600,7200,0,0,0,0,400,0,0,6840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
