"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID199996",7,"Coastal",1,0.94,0.94,6000,1500,1500,6600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200034",14,"Plain",1,0.2,0.2,800,0,0,744000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200110",4,"Tonle Sap",1,0.5,0.5,260,0,0,234000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200196",6,"Tonle Sap",1,1,1,5000,0,0,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200265",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200309",14,"Plain",1,0.57,0.57,4000,500,1500,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200343",14,"Plain",1,0.4,0.4,6400,640,2560,5120000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200500",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200582",14,"Plain",1,0.92,0.92,6000,1500,1500,6120000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200606",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,2,2,1400,0,700,0.5,1,0.076614849,0.071098477,0,4900000,3500
"HID200623",6,"Tonle Sap",1,0.93,0.93,4000,0,0,3600000,1,1,1,4000,0,2000,0.5,1,0.25429118,0.23094688,0,28000000,7000
"HID200652",22,"Tonle Sap",1,1.5,1.5,4000,0,0,3400000,1,0,1.5,0,NA,NA,NA,NA,0.4830918,0.45871559,0,NA,NA
"HID200821",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200829",1,"Tonle Sap",1,1.5,1.5,7000,0,2500,7000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200889",4,"Tonle Sap",1,0.06,0.06,1000,0,0,900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200924",12,"Phnom Penh",1,0.5,0.5,1800,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID200955",5,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201132",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201151",1,"Tonle Sap",1,1.12,1.12,1200,0,0,1080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201238",6,"Tonle Sap",1,0.3,0.3,840,0,0,756000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201450",16,"Mountain",0,NA,NA,NA,NA,NA,NA,1,3,10,4000,0,2000,0.5,1,0.99860197,0.98425198,0,20000000,5000
"HID201476",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201488",6,"Tonle Sap",1,0.6,0.6,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201499",12,"Phnom Penh",1,0.3,0.3,2000,0,0,2400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201548",17,"Tonle Sap",1,0.75,0.75,2000,0,0,1900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201782",12,"Phnom Penh",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201791",17,"Tonle Sap",1,1,1,4000,1000,1000,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201806",2,"Tonle Sap",1,1.32,1.32,27720,1800,12000,24948000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201852",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID201973",14,"Plain",1,0.57,0.57,2660,0,0,2473800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202002",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202091",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202098",21,"Plain",1,1,1,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202155",25,"Plain",1,1.9,1.9,3000,0,0,2850000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202301",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202341",20,"Plain",1,1,1,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202503",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202509",2,"Tonle Sap",1,8,8,39000,0,17200,42900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202556",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202964",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID202980",6,"Tonle Sap",1,4,4,10000,2000,3000,10000000,1,0,2,0,NA,NA,NA,NA,0.33167496,0.31897926,0,NA,NA
"HID203001",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203025",3,"Plain",1,2,2,14000,2000,5000,9800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203031",15,"Tonle Sap",1,1.6,1.6,3800,900,1000,3040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203060",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203094",23,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203286",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203334",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203342",14,"Plain",1,0.8536,0.8536,8000,0,0,7440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203359",7,"Coastal",1,2.15,2.15,10600,3200,2100,12720000,1,NA,NA,40,0,20,0.5,1,NA,NA,0,120000,3000
"HID203455",3,"Plain",1,1,1,2400,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203484",14,"Plain",1,0.8,0.8,4000,1000,1000,3200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203489",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203493",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203567",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203669",15,"Tonle Sap",1,1,1,2400,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203716",2,"Tonle Sap",1,4,4,48000,1000,23000,43200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203720",8,"Plain",1,0.6,0.6,5400,1000,1700,5940000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203863",12,"Phnom Penh",1,0.4,0.4,960,0,0,1152000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203953",21,"Plain",1,0.25,0.25,1200,0,0,1116000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID203986",6,"Tonle Sap",1,0.3,0.3,700,0,0,630000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204031",14,"Plain",1,2.3,2.3,9000,2500,2000,9225000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204034",22,"Tonle Sap",1,1,1,4000,1500,500,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204093",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204149",15,"Tonle Sap",1,0.04,0.04,240,0,0,216000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204389",3,"Plain",1,0.8,0.8,5000,0,0,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204595",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204608",25,"Plain",1,3,3,26000,3000,10000,20800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204648",7,"Coastal",1,0.3663,0.3663,2200,800,300,2200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204651",21,"Plain",1,0.862,0.862,5320,0,1560,5745600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204790",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204816",3,"Plain",1,0.6,0.6,1580,0,0,1422000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204854",2,"Tonle Sap",1,2,2,6000,1000,2000,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID204956",14,"Plain",1,0.58,0.58,6000,0,0,5580000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205025",1,"Tonle Sap",1,5.8,6,8000,2000,2000,6400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205170",15,"Tonle Sap",1,3.5,3.5,8000,0,0,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205173",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205176",1,"Tonle Sap",1,2.9,2.9,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205257",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205346",15,"Tonle Sap",1,6,7,30000,5000,10000,30000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205568",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205579",16,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205625",21,"Plain",1,0.53,0.53,2600,0,0,2418000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205643",11,"Mountain",0,NA,NA,NA,NA,NA,NA,1,4,6,4000,0,2000,0.5,1,0.96153843,0.83333337,0,12000000,3000
"HID205677",17,"Tonle Sap",1,1,1,3000,0,0,2850000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205716",7,"Coastal",1,1.14,1.14,6000,1000,2000,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205774",20,"Plain",1,0.5,0.5,8000,0,0,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205834",21,"Plain",1,0.85,0.85,4100,0,0,3813000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205851",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID205996",20,"Plain",1,1.5,1.5,7000,0,0,6300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206146",10,"Mountain",1,3,3,8000,2000,2000,10400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206168",14,"Plain",1,2.5,2.5,6000,1500,1500,6600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206222",21,"Plain",1,0.66,0.66,4800,0,0,4464000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206225",21,"Plain",1,0.3,0.3,1280,0,0,1190400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206350",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,0,3,0,NA,NA,NA,NA,0.65211719,12,0,NA,NA
"HID206356",18,"Coastal",0,NA,NA,NA,NA,NA,NA,1,0,0.01,0,NA,NA,NA,NA,0.0099324593,0.0033134527,0,NA,NA
"HID206422",17,"Tonle Sap",1,2.5,2.5,6000,1500,1500,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206490",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206535",21,"Plain",1,0.3,0.3,1600,0,0,1488000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206634",2,"Tonle Sap",1,2,2,4000,1000,1000,3440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206719",10,"Mountain",1,0.5,0.5,3800,0,0,3800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206782",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206789",21,"Plain",1,0.5,0.5,4000,0,0,3720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID206998",14,"Plain",1,1.2,1.2,6000,1000,2000,6120000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207027",21,"Plain",1,0.84,0.84,5000,0,0,4650000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207128",22,"Tonle Sap",1,0.5,0.5,1800,0,0,1530000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207181",4,"Tonle Sap",1,1.1925,1.1925,5600,1600,1200,4480000,1,NA,NA,100,0,50,0.5,1,NA,NA,0,400000,4000
"HID207223",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207246",5,"Mountain",1,0.78,0.78,4900,0,0,5390000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207268",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207280",20,"Plain",1,1.3,1.3,3000,750,750,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207290",17,"Tonle Sap",1,2.3,2.3,4000,0,0,3800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207329",1,"Tonle Sap",1,0.64,0.64,2100,0,0,1890000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207356",21,"Plain",1,1.26,1.26,11900,700,5250,8330000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207479",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207522",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207556",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207619",25,"Plain",1,1,1,11680,2500,3340,12264000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207715",14,"Plain",1,2,2,32000,500,15500,28800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207874",5,"Mountain",1,0.35,0.35,980,0,0,1078000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207911",5,"Mountain",1,1.65,1.65,6000,2000,1000,6600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207916",18,"Coastal",1,0.4,0.4,2000,800,200,1600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207949",5,"Mountain",1,0.91,0.91,5000,1500,1000,4750000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207952",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID207987",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208009",17,"Tonle Sap",1,1.68,1.68,10000,3000,1000,10000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208152",2,"Tonle Sap",1,0.5,0.5,3600,0,0,3240000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208212",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208345",20,"Plain",1,0.47,0.47,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208455",11,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208498",5,"Mountain",1,0.12,0.12,1900,0,0,2090000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208559",6,"Tonle Sap",1,0.9,0.9,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208575",25,"Plain",1,0.7,0.7,4900,2000,450,4410000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208586",20,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208605",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208682",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208717",17,"Tonle Sap",1,5.5,5.5,11600,0,0,11020000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208805",5,"Mountain",1,0,0.1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208831",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208835",3,"Plain",1,0.7,0.7,2520,0,0,2268000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208867",22,"Tonle Sap",1,4,4,12040,1750,4270,11438000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208903",4,"Tonle Sap",1,4,4,20000,1000,9000,16000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID208972",11,"Mountain",1,2,2,11000,1500,4000,9570000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209049",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209267",5,"Mountain",1,0.8,0.8,3000,0,0,3300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209393",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209550",6,"Tonle Sap",1,0.5,0.5,960,0,0,864000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209586",8,"Plain",1,0.5,0.5,4000,1000,1000,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209604",25,"Plain",1,0.2,0.2,900,0,0,855000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209700",17,"Tonle Sap",1,2,2,2000,0,0,1900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209759",22,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209777",10,"Mountain",1,1,1,4000,1000,1000,4400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209929",14,"Plain",1,2.1,2.1,16000,2000,6000,16000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID209949",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210058",7,"Coastal",1,0,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210092",14,"Plain",1,3.5,3.5,24000,2000,10000,17040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210169",14,"Plain",1,0.3,0.3,2000,0,0,1860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210298",14,"Plain",1,0.3,0.3,2400,0,0,2232000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210322",11,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210582",21,"Plain",1,1.23,1.23,6300,2560,590,6930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210629",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210701",21,"Plain",1,0.43,0.43,3200,1000,600,3840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210787",21,"Plain",1,0.95,0.95,4000,0,0,3720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210830",7,"Coastal",1,1.988,1.988,7560,0,0,7711200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210901",5,"Mountain",1,1,1.8,1120,0,0,1232000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210935",1,"Tonle Sap",1,0,2.4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210941",4,"Tonle Sap",1,1.9,1.9,18960,1000,8000,15357600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210944",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID210968",21,"Plain",1,2,2,6600,0,0,6138000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211087",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211243",15,"Tonle Sap",1,5,5,30000,2500,12500,24000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211249",2,"Tonle Sap",1,1.8,1.8,12000,1200,4800,10800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211311",2,"Tonle Sap",1,2.5,2.5,8000,1000,3000,7840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211339",17,"Tonle Sap",1,1,1,400,0,0,380000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211362",25,"Plain",1,1.2,1.2,4000,1400,500,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211435",21,"Plain",1,0.6479,0.6479,3500,1000,750,2800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211446",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,4,4,500,0,250,0.5,1,0.80000001,0.72450644,0,1600000,3200
"HID211484",6,"Tonle Sap",1,0.6,0.6,3000,1000,500,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211795",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211944",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211973",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID211980",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212059",4,"Tonle Sap",1,3,3,30000,4000,11000,24000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212095",20,"Plain",1,0.5,0.5,2500,0,0,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212129",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212166",2,"Tonle Sap",1,2,2,12000,0,6000,12000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212255",13,"Mountain",1,4,4,3600,900,900,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212534",21,"Plain",1,0.16,0.16,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212538",5,"Mountain",1,1,1,5000,0,0,5500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID212560",7,"Coastal",0,NA,NA,NA,NA,NA,NA,1,0,0.01,0,NA,NA,NA,NA,0.017652251,0.0093457941,0,NA,NA
"HID212562",16,"Mountain",0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,0.48899755,0.47764614,0,NA,NA
